asn,network_type,network_name
48886,Content,CSNet
45010,Cable/DSL/ISP,EuroQuest
269814,Cable/DSL/ISP,PROLUX COMSER
917,NSP,Misaka.io
396291,Enterprise,NCH-HEALTHCARE-SYSTEM
268526,NSP,Conect Virtua Provedor de Internet Banda Larga
398228,Cable/DSL/ISP,Digicel St.Kitts and Nevis
40945,Cable/DSL/ISP,Digicel Dominica
32020,Cable/DSL/ISP,Digicel Bermuda
394311,Cable/DSL/ISP,Digicel Turks and Caicos
51574,Educational/Research,FASTPATH TESTNET
27653,Cable/DSL/ISP,Digicel Haiti
139377,Educational/Research,Universitas Sultan Ageng Tirtayasa
149585,Enterprise,Goprime Networks And Systems
9681,Route Server,FOX Route Servers
328723,Enterprise,Telasera
272037,Non-Profit,InteRed Panama Transit
270479,Cable/DSL/ISP,NR Midia Provedor
272054,Cable/DSL/ISP,MUNDO1TELECOM
139285,Cable/DSL/ISP,Wingel cooperation co. AS139285
64140,Route Server,PIT - Colombia - Bogota Route Servers
135178,Cable/DSL/ISP,BHAGALPUR COMMUNICATION
400318,Content,Versa Networks
146930,Network Services,HOSTGOI TECHNOLOGIES
206275,NSP,FLAMINGHOST
211309,Cable/DSL/ISP,OBOS Nett
206634,Enterprise,Vatora Technologies Limited
142389,Cable/DSL/ISP,Inti Koneksi Intradata Indonesia
211468,Cable/DSL/ISP,KadriaNet
60667,Enterprise,COMUNISTONE
207456,Network Services,Pangea Connected
204518,Educational/Research,Grzegorz Piszewski
264645,Cable/DSL/ISP,Digicel Aruba
13771,Cable/DSL/ISP,Digicel Cayman Islands
149820,Cable/DSL/ISP,Puhoi Net
204508,Enterprise,MLGT
137666,Cable/DSL/ISP,Udaan Internet Services
61660,Cable/DSL/ISP,CRAPAC SERVICOS DE TELECOMUNICACOES LTDA - ME
149576,Cable/DSL/ISP,Kulung Network
945,Educational/Research,SAMU
137370,Cable/DSL/ISP,Mediatara
38763,Cable/DSL/ISP,Cyber Bintan
924,Network Services,Cloudie Networks
48467,Enterprise,Pronet Russia
61232,Network Services,redIT Services
47586,NSP,Dmitriy V. Kozmenko
955,NSP,LSHIY LLC
329062,Cable/DSL/ISP,Baremetal Computer Traders
968,Content,Packetframe
970,Enterprise,Keaton AG Lair Ehre Ein
142273,Cable/DSL/ISP,Digital Realty Korea
959,Content,Ohanacast
149340,Cable/DSL/ISP,Digital Hasanah Indonesia
14114,Enterprise,SAP NIE
272035,Cable/DSL/ISP,QUINTAS.NET S.R.L.
950,Content,Milehighwalrus Network
951,NSP,ioHarbor
27994,Cable/DSL/ISP,Servicios para el Transporte de Información
10879,Enterprise,Unitedhealthcare
269518,Cable/DSL/ISP,Infibra Telecom Serviços de Comunicação e Tecnologia Ltda
272710,NSP,FiBrasil
976,Cable/DSL/ISP,"CoreNET, Inc."
149333,Cable/DSL/ISP,Primadona Media Digitalindo
207738,Educational/Research,Mathis Mensing
271358,NSP,AP INTERNET
205980,Content,MrMoreira
265711,Cable/DSL/ISP,KOLVECH S.A. (TELECOMVAS)
56883,Content,Airmass 1
271209,Network Services,Evolution Tecnologia
204622,Cable/DSL/ISP,Nebula Fiber s.r.l.
269140,Cable/DSL/ISP,VRM Telecom
1003,Educational/Research,andrewnet
399619,Cable/DSL/ISP,Backcountry Broadband
141092,Cable/DSL/ISP,Tekling Media Interkoneksi
268099,Cable/DSL/ISP,BJ NET BANDA LARGA
263380,Cable/DSL/ISP,EasyNet Work Limitada
265693,Cable/DSL/ISP,Caldas Data Company LTDA
979,Cable/DSL/ISP,NETLAB-SDN
18000,NSP,Orro
49844,Content,PixelMax
196739,Cable/DSL/ISP,Success
204235,Educational/Research,Nicoloinvernizzi
263285,Cable/DSL/ISP,Tiago Silva Provedores ME
149835,Educational/Research,HUAJINET Internet
1025,NSP,Valor Christian High School - Edge
137113,Cable/DSL/ISP,Simplex Broadband
63795,Non-Profit,ROUTEL
983,Cable/DSL/ISP,Akari Networks
204773,Network Services,DMNTR
271554,Cable/DSL/ISP,JDD NET PROVEDOR DE INTERNET E SERVICOS LTDA
270111,Cable/DSL/ISP,Comunicación por Fibra
269915,Cable/DSL/ISP,COOPERATIVA DE LUZ Y FUERZA DE ELENA
141608,Cable/DSL/ISP,okenet
269475,Cable/DSL/ISP,STI Telecom
270131,Network Services,FIBERCORP
269276,Cable/DSL/ISP,WIT SERVICOS DE TELECOMUNICACÕES
270585,Cable/DSL/ISP,Rodrigo de Mello Gonçalves Lopes ME
149746,Cable/DSL/ISP,PT BLiP Integrator Provider
328821,Enterprise,RAXIO GROUP
31786,Enterprise,PloxHost
8880,Content,Agency for Investment Information
149051,Cable/DSL/ISP,Digital Nasional
64264,Network Services,RaptureWerks
23428,Educational/Research,ServerForge LLC NA
269188,Cable/DSL/ISP,HUBTEL TECNOLOGIA DE COMUNICAÇÃO EIRELI
204186,Educational/Research,BILLY Remi
207445,Educational/Research,Vincent Maroun
32018,Content,GET RACKED
25274,Cable/DSL/ISP,Naracom
267827,Cable/DSL/ISP,PERALTA LEANDRO NAHUEL
63493,Cable/DSL/ISP,Norlec Telekomunikasi Indonesia
268757,Cable/DSL/ISP,BRITO & GONCALVES LTDA ME
147214,Route Server,DE-CIX MAPS Chennai Route Servers
45274,NSP,WorldLink International Transit Services
969,Enterprise,"Misaka Network, Inc. (Office)"
61821,Cable/DSL/ISP,PR CONNECT
1040,Cable/DSL/ISP,Academy City Internet AS1040
137151,Cable/DSL/ISP,Greenworld Netcast
39344,Cable/DSL/ISP,SMAYL SISTEMS
210837,Cable/DSL/ISP,ROYA Communications
205041,Cable/DSL/ISP,Vitosa.net
203915,Educational/Research,ISHRAK RAHMAN
53038,Content,IDC19 - WDI SOLUCOES EM TEC INFORMACAO
267212,NSP,SERVER MEDIA COMUNICAÇÃO
271102,Cable/DSL/ISP,MASTER LINK NET
264463,Cable/DSL/ISP,MEGA REDES TELECOM
268344,Cable/DSL/ISP,TECKLINK NET
203867,Content,Material Global Limited
149173,Cable/DSL/ISP,Hindukush Bridge ICT Services Company
919,Educational/Research,Howard University
266846,Enterprise,SOCIEDAD TF CONSULTING LIMITADA
269662,Cable/DSL/ISP,TELE FIBRAS INTERNET BANDA LARGA LTDA
46515,Content,Toontown Rewritten
134578,Content,UNION FU WAH DIGITAL TECHNOLOGY LIMITED
146982,Non-Profit,Shinnyo-en
210882,NSP,TiZu Tech
50917,NSP,BACKBONE.direct
271477,Cable/DSL/ISP,M2D TELECOMUNICACOES LTDA
139054,NSP,Datacentre 220
400333,NSP,JR Networks
203852,Educational/Research,Kaze Networks
24496,Cable/DSL/ISP,GNET Mongolia
400443,NSP,NOVANET PR
63997,Content,Tsukaeru.net AS63997
132799,NSP,DISH MEDIA NETWORK LIMITED
142064,NSP,VergeTel Australia
400212,NSP,VergeTel Group LLC
264205,Cable/DSL/ISP,EN PROVEDOR
399826,NSP,Webiffi LLC
62494,Cable/DSL/ISP,Yellowstone Fiber
263069,Cable/DSL/ISP,BRT Comercio de Produtos de Informática LTDA
847,Route Server,Ninja-IX Network 19
850,Route Server,Ninja-IX Network 15
849,Route Server,Ninja-IX Network 18
854,Route Server,Ninja-IX Network 13
48980,NSP,Pure Line Co. For Telecommunications & Internet Ltd.
44512,NSP,KONVERTO
939,Content,NovoServe LLC
848,Route Collector,Ninja-IX Network 20
272815,Cable/DSL/ISP,Coop. Ranchos
204676,Network Services,Puls Tech
269944,Cable/DSL/ISP,CONNECTA TELECOMUNICACIONES
18439,Cable/DSL/ISP,Northern Nevada High Speed LLC
400564,Educational/Research,WESTONREED
17479,Educational/Research,Chiang Mai University
48501,Content,Init3 BV
149984,Enterprise,PAYSYS LABS
149715,Cable/DSL/ISP,GANAS ID
47584,Route Collector,Stelia IX Route Collector
149920,Cable/DSL/ISP,PT Metro Ring Bersama
50636,Content,RTP-Media
52718,Cable/DSL/ISP,PEDRO ADRIANO SOUTO MAIOR VELOSO
266885,Cable/DSL/ISP,VIZION GROUP
212338,Network Services,OneTouch
270867,Cable/DSL/ISP,Perto Network
141127,Network Services,Anugerah Cimanuk Raya
140444,Educational/Research,Universitas Binawan
400719,Educational/Research,RJN-SERVICES
149042,Enterprise,SiliCloud
202293,Cable/DSL/ISP,D-Cloud
265440,Cable/DSL/ISP,Telnet Sistemas e Comunicações
398721,Cable/DSL/ISP,oxio
149897,Cable/DSL/ISP,Amanusa Telemedia Mahardika - TARANET
212971,Educational/Research,Alain BITSCHINE
142594,Cable/DSL/ISP,SpeedyPage Ltd
147108,Cable/DSL/ISP,Media Link Nusantara
271944,Cable/DSL/ISP,AUDIBEL TELECOMUNICACIONES
395494,Cable/DSL/ISP,High Rapid Networks
208508,Government,Landeshauptstadt Dresden
269178,Cable/DSL/ISP,J IVANILDO DE SALES MACIEL
50842,Educational/Research,ServerForge LLC EU
266436,Cable/DSL/ISP,NETCENTER TELECOM Porto Seguro
150098,Enterprise,ONREMOTE TECHNOLOGIES
6977,Network Services,LayerSwitch
131330,Cable/DSL/ISP,irix
44407,Network Services,Linkt
262648,Cable/DSL/ISP,BRAVA TELECOMUNICACOES PONTES E LACERDA
394081,Cable/DSL/ISP,Westman Media Cooperative LTD dba Westman Communications Group
52453,Cable/DSL/ISP,Atcco
269870,Network Services,Giza
147282,Cable/DSL/ISP,PATHCOM COMMUNICATIONS
267035,Cable/DSL/ISP,MS TELECOM
59788,Enterprise,Northlayer
203528,Educational/Research,Fabrizzio Jose Petrucci
52990,Cable/DSL/ISP,Vonex Telecomunicações
203490,Educational/Research,Matthias Gliwka
203496,Network Services,OBNH
269474,NSP,YOUPLOAD TELECOM
147165,Cable/DSL/ISP,Amerta Asa Media
263065,Enterprise,DNSLINK SOLUÇÕES PARA INTERNET
203529,Educational/Research,Florian BLANCHET
149712,Cable/DSL/ISP,KabelTelekom
137526,Cable/DSL/ISP,Plusnet Inc
271549,Cable/DSL/ISP,NOVA UNIAO TELECOM
147246,Cable/DSL/ISP,World Fibernet
270317,Cable/DSL/ISP,SUPRIFIBRA
203446,Enterprise,SMARTNET LIMITED
807,NSP,Fork Systems
268067,Cable/DSL/ISP,Estivanet Multimidia e Telecom
203423,Enterprise,FISHPORT NETWORK
135248,Cable/DSL/ISP,VORTEX INFOCOM PRIVATE LIMITED
212483,Enterprise,Level 86
149918,Route Server,Matrix Internet Exchange (MIX) Route Servers
147075,Cable/DSL/ISP,Raihan Teknologi Pratama
264168,Cable/DSL/ISP,jn cabral & cia
268510,NSP,JS INTERNET
272042,Cable/DSL/ISP,Garay Diego Sebastian
201935,Cable/DSL/ISP,Eutelsat - Skylogic Mediterraneo
264784,Cable/DSL/ISP,OBERCOM S.R.L SP
33000,Network Services,IXP FARM
141470,Government,ITC Services
399575,Cable/DSL/ISP,Beacon Broadband Oregon
25236,Network Services,United Networks of Ukraine AS25236
16006,Cable/DSL/ISP,RUPKKI
56504,Network Services,HostCircle AS56504
205175,Network Services,DarkNET
264462,Cable/DSL/ISP,Comercial Conecte Sem Fio
39018,Content,Nodion GmbH
393632,Cable/DSL/ISP,NFTC Telecom
149880,Cable/DSL/ISP,Interkoneksi Data Nusantara
2707,Cable/DSL/ISP,First Communications
37406,NSP,RCS-Communication
203333,Cable/DSL/ISP,Jonas Busch
203314,Enterprise,HATS NETWORK
146979,Educational/Research,University of Nagasaki
34444,Cable/DSL/ISP,Eutelsat
147076,Cable/DSL/ISP,Ade Angelin Mulya
269034,NSP,NOBRE NETWORK
272786,NSP,x99.cloud AS272786
268711,Cable/DSL/ISP,ULTRACONECT COMUNICACAO LTDA
149967,NSP,PT INDONESIA CHINA MOBILE
270664,Cable/DSL/ISP,A K C PROV DE ACESSO AS REDES DE TEL. E INF
400536,Cable/DSL/ISP,Nodestop
212488,Educational/Research,Ralph Koning
60379,Educational/Research,Aubrey Rose
396416,Network Services,SKNIX Services
203283,Cable/DSL/ISP,HighEndNetwork
327773,Enterprise,GUCE CI
203232,Content,Xenode
271962,Cable/DSL/ISP,GOVISTAPE
64141,Route Server,PIT - Colombia - Barranquilla Route Servers
64142,Route Server,PIT - Colombia - Medellin Route Servers
268517,Cable/DSL/ISP,SPEEDNET INFORMATICA
59187,Enterprise,NEEVCLOUD.COM
149170,Cable/DSL/ISP,TOLEDO CABLE
329063,Cable/DSL/ISP,Flex Serve IT
28218,Cable/DSL/ISP,TCVNET
60139,Network Services,Sever-Telecom
272852,Route Server,SUR-IX Route Servers
59158,Cable/DSL/ISP,Blambangan Cahaya Timur
265088,Cable/DSL/ISP,Club21 Servicos de Telecomunicacoes
203145,Educational/Research,Biswas R&D Network
60763,Route Server,Sibir-IX Route Servers
264739,Cable/DSL/ISP,Raponi Beatriz Enriketa
62241,Cable/DSL/ISP,ForestNet
400597,Content,Silicondust
133542,Cable/DSL/ISP,Net Vision
204406,Educational/Research,Rudolf Maduro
272122,Cable/DSL/ISP,G-Network
149865,Cable/DSL/ISP,CNETWORK BD
268083,Cable/DSL/ISP,HOME FIBRA TELECOMUNICAÇÕES
271592,Cable/DSL/ISP,NETS PROVEDOR DE INTERNET TELECOM
61500,Cable/DSL/ISP,ParkNet Argentina
37337,Cable/DSL/ISP,MUNI Equatorial Guinea
42532,Content,Veesp SIA
45736,Enterprise,eSys Technologies
266277,Cable/DSL/ISP,NOVAREDENET
54681,Cable/DSL/ISP,7 Circles
149882,Cable/DSL/ISP,Citra Agung Mestika
329125,Cable/DSL/ISP,Netmetrix
146954,Cable/DSL/ISP,IMJWANKLIK INTERNET COMMUNICATION SERVICES
149766,Cable/DSL/ISP,Y.U.T Corporate (NIX/ISP)
59642,Content,Cherry Servers NL
135728,Cable/DSL/ISP,Datagram Network
204020,Cable/DSL/ISP,Fenice Telekom Grupa
60132,Network Services,Zoréole Group
271644,Cable/DSL/ISP,INFOVALE INFORMATICA
948,Enterprise,JCS Networks
271099,Cable/DSL/ISP,N.K. FIBER LINK LTDA
272527,NSP,COMBI CONECTA TELECOM
202803,Cable/DSL/ISP,MVA Connect
137406,Cable/DSL/ISP,Airlive Communications
137470,Enterprise,Iluka Resources
149676,Government,Dinas Komunikasi dan Informatika Kabupaten Lumajang
264197,NSP,NETMANIA LTDA ME
50388,Educational/Research,D-LAKE AS50388
136878,Network Services,ISN
271559,Cable/DSL/ISP,AMERICO E SILVA SOLUCOES EM INTERNET
203023,Educational/Research,Kawaii Networks E&R
202941,NSP,Hostner Hosting
149689,Cable/DSL/ISP,Akm Link Net
265736,Cable/DSL/ISP,SCD Planet
44445,Enterprise,Nova Networks US
150313,Cable/DSL/ISP,HIVEDATA LIMITED
212226,Educational/Research,Steuber IT
8373,Enterprise,Deutsche Bank
150178,Network Services,Exabyte AS150178
399898,Cable/DSL/ISP,Conexon Connect
205329,Educational/Research,Muilties Network
202513,Cable/DSL/ISP,Gestioniza Infraestructuras
202881,Educational/Research,MTS Network
328218,NSP,WASP
205848,Content,Dominik Pohl
141864,Cable/DSL/ISP,Sai Sri Technologies
137620,Cable/DSL/ISP,Pink Broadband Service
149747,Cable/DSL/ISP,Andalan Pratama Indonusa
272869,NSP,INTERCOMM DE NARIÑO SAS
209878,Educational/Research,RackFarm
39396,Cable/DSL/ISP,NBI Systems
140395,Cable/DSL/ISP,RADNET DIGITAL INDONESIA
328191,Cable/DSL/ISP,Companhia Santomense de Telecomunicacoes
4803,Cable/DSL/ISP,HIVEDATA
211393,Cable/DSL/ISP,Vitrifi AS211393
269103,Cable/DSL/ISP,FGTELECOM
328975,NSP,MTAANI TELECOM
212640,Content,neo-it
265674,Cable/DSL/ISP,Ricardo Bertora
210729,Educational/Research,Markus-Wipp
59456,Content,Cloud-Brokers
22024,Enterprise,Splunk
147089,Cable/DSL/ISP,Intergate Cahaya Media
54723,Cable/DSL/ISP,"Midwest Data Center, Inc."
52232,Cable/DSL/ISP,Telefonía Pública y Privada
48814,NSP,Netbone Telekomunikasyon
207849,Non-Profit,OpenGate
149720,Cable/DSL/ISP,Adi Solusindo Teknologi
265128,Cable/DSL/ISP,PONTALNET - FLEETNET
208570,Cable/DSL/ISP,Spark Technical Services for Communication
271945,Cable/DSL/ISP,AZTECA TELECOM
265592,Enterprise,KBLEX SA DE CV
393430,Route Server,BVIX Route Servers
150296,NSP,NEXTNET LTD
271551,Cable/DSL/ISP,HIPERLINK TELECOM
9446,Route Server,MVIXP Route Servers
60507,Content,Hillside (Technology) UK
399578,Content,Hillside (Technology) US AS399578
397065,Content,Hillside (Technology) US AS397065
394429,Route Server,MWestIX Route Servers
150025,Cable/DSL/ISP,Milan Multiservices
64144,Route Server,PIT - Peru - Chiclayo - Route Servers
64143,Route Server,PIT - Peru - Cuzco - Route Servers
400799,Content,Pufferfish Studios
210838,Cable/DSL/ISP,Skyline Internet Services
149391,Content,NevaCloud
42598,Content,MERK Solutions
38042,Cable/DSL/ISP,"Sky Digital Co.,  AS38042"
202573,Educational/Research,Valentin Girard
63727,Enterprise,Huawei CBG
150014,Cable/DSL/ISP,GLOBNET BROADBAND SERVICE
329007,Network Services,ELENDE
132964,Cable/DSL/ISP,Fibernet Solutions
267735,Cable/DSL/ISP,SIRCOM
202585,Educational/Research,bgp.rodeo
400725,Cable/DSL/ISP,Zephyr Monitors
138025,Cable/DSL/ISP,RBC CABLE MASTER SYSTEM
131077,Enterprise,Deloitte Tohmatsu Group LLC
266647,NSP,i360
268927,NSP,HR Processamento de Dados
213154,Educational/Research,DC Softworks
271637,Cable/DSL/ISP,LG PROVEDOR E SOLUÇÕES EM INFORMÁTICA
37793,Route Server,AF-CIX Route Servers
272022,Content,Zapping
393521,Network Services,Scott Technology Center
272883,Cable/DSL/ISP,BRITEL
1064,Cable/DSL/ISP,Rivulet Wireless Inc.
149753,Cable/DSL/ISP,Global Sarana Mediakom
53565,NSP,Hoyos Event Networks LLC
271943,Cable/DSL/ISP,White
14445,NSP,PeaceWeb B.V.
397601,Route Collector,Catchpoint
52960,NSP,WIFI BAHIA
60464,Network Services,Supernet UK
328075,Cable/DSL/ISP,Gadgetronix.Net
204663,Route Server,DE-CIX Leipzig Route Servers
9408,Enterprise,G. James Australia
265622,Cable/DSL/ISP,Wistarip
39775,Cable/DSL/ISP,HyperNet Chelyabinsk
270077,Cable/DSL/ISP,CABLE AUDIO VISIÓN
62228,Route Server,France-IX Lille Route Servers
202351,Network Services,frickel.network
265798,Cable/DSL/ISP,LEVEL SEVEN
62902,Content,Web3 Tech
9609,Content,BBIX CDN
4682,Route Server,BBIX Manila Route Servers
141810,Route Server,AMS-IX Hyderabad Route Servers
269704,NSP,G DE OLIVEIRA LIMA SERVICOS DE TELECOMUNICOES
395915,NSP,Edge Network Services
399693,Cable/DSL/ISP,Northwest Communications
61302,Cable/DSL/ISP,HUIZE
400598,Network Services,OGIX Services
397162,Cable/DSL/ISP,SUMOFIBER of Idaho
150331,Cable/DSL/ISP,Beni Communication
131767,Cable/DSL/ISP,SOLO JALA BUANA
133378,Cable/DSL/ISP,Wingel cooperation co. AS133378
55559,Cable/DSL/ISP,WiCAM Corporation AS55559
149873,Cable/DSL/ISP,MOBILECARE
889,Cable/DSL/ISP,Deerfield Valley Communications Union District
202361,Content,AS8
134562,Cable/DSL/ISP,Discovery Internet Narsingdi
54979,Cable/DSL/ISP,ZEECON
262320,Cable/DSL/ISP,BANDA TURBO PROVEDORES DE INTERNET LTDA
272738,Cable/DSL/ISP,JC FRANKLIN TELECOM
263497,Cable/DSL/ISP,DH ONLINE INTERNET
146942,Cable/DSL/ISP,PSNET SOLUTIONS
150238,Content,Shanum Sarana Telekomunikasi
329166,Content,Absolute Hosting
204682,Route Server,DE-CIX MAPS Istanbul Route Servers
204034,Route Server,DE-CIX MAPS Barcelona Route Servers
38208,Route Server,DE-CIX MAPS Kuala Lumpur Route Servers
149008,Route Server,DE-CIX MAPS Singapore Route Servers
53952,Route Server,DE-CIX MAPS Chicago Route Servers
203994,Route Server,DE-CIX MAPS Dusseldorf Route Servers
203341,Route Server,DE-CIX MAPS Lisbon Route Servers
206780,Route Server,DE-CIX MAPS Madrid Route Servers
212723,Route Server,DE-CIX MAPS Marseille Route Servers
203524,Route Server,DE-CIX MAPS Munich Route Servers
30010,Route Server,DE-CIX MAPS New York Route Servers
54386,Route Server,DE-CIX MAPS Phoenix Route Servers
210586,Route Server,UAE-IX MAPS Route Servers
202518,Educational/Research,YYJ Studio
272102,Cable/DSL/ISP,Besser Solutions
140344,Enterprise,Takizo Solutions
150220,Route Server,ID-IX
150373,Educational/Research,Zhang Bocheng
37088,Network Services,VDT COMMUNICATIONS
272459,Cable/DSL/ISP,CINET TELECOMUNICACOES
36262,Network Services,HashTable
210691,Content,AstroVPN
134540,Network Services,Tata Tele Business Services (Broadband)
202199,Content,Bradley James King
138864,Educational/Research,UNIVERSITAS MUHAMMADIYAH KUDUS
44398,Enterprise,IT RELATION (ITD)
208002,Content,NGTEKNG BILGI TEKNOLOJI SANAYI
56327,NSP,Uniconnect AS56327
266679,Cable/DSL/ISP,Orbinet
42146,Cable/DSL/ISP,NashaNet UA
204401,Cable/DSL/ISP,AFIBER
271233,Cable/DSL/ISP,Souzanet
266698,Cable/DSL/ISP,INSITEL
2872,Cable/DSL/ISP,Netcity
133422,Enterprise,Aviva Asia
271564,Cable/DSL/ISP,PINHEIRO & SILVA INFORMATICA LTDA
213239,Enterprise,Northlayer Office
270624,Cable/DSL/ISP,Live Fibra Telecom
150311,Cable/DSL/ISP,LASERTEL
29311,Content,SOLVINITY-NL
150249,NSP,Atharva
398412,Government,WEBER COUNTY
203442,Content,Association Delta-Core
202046,NSP,FairNetz
146855,Cable/DSL/ISP,MEGHLINK INDIA
270637,Cable/DSL/ISP,NetPurus Servicos de Telecomunicaces LTDA
264675,Cable/DSL/ISP,PC-Online Wireless Solutions
150173,Enterprise,PoloCloud Computing HK
149883,Cable/DSL/ISP,Tekling Media Telematika
48288,Cable/DSL/ISP,EWII Bredbånd AS48288
136785,Content,TOFFS TECHNOLOGIES
208532,Enterprise,FirstPoint
272174,Cable/DSL/ISP,JM TELECOM LTDA
62309,Educational/Research,Chromatel
146978,Route Server,BBIX Fukuoka Route Servers
211764,Route Server,SAIX Saudi Arabia Jeddah Route Servers
28318,Cable/DSL/ISP,CYBERTAP
208087,Cable/DSL/ISP,Novosibirsk Telecommunication Company (Ulan Ude)
262290,Cable/DSL/ISP,NewParce - Internet de Hipervelocidade
34785,Cable/DSL/ISP,Stadtwerke Klagenfurt
212888,Non-Profit,JOT23-HOME
269965,Cable/DSL/ISP,LIGHTWAVE
150096,Cable/DSL/ISP,GEFO TELESERVICES INDIA
268921,Cable/DSL/ISP,SERVNACNET
400636,Enterprise,STM-CLOUD-01
205154,Enterprise,Internet Manufaktur Karlsruhe
212900,Educational/Research,Pere Tuset-Peiro
393577,NSP,Tritan Internet LLC (Global)
61120,Enterprise,Vranbit
201653,Content,"Redge Technologies, IL"
11696,Cable/DSL/ISP,Fusion Connect
149360,NSP,Indo Telemedia Solusi
265050,Cable/DSL/ISP,S.O.S. TELECOM
52074,Cable/DSL/ISP,Hrush Andriy Bogdanovich
146984,NSP,JPNAP-EAST
271503,Cable/DSL/ISP,PROVEDOR SUPERCELL NET
200435,NSP,Titan Datacenters France
141681,Network Services,ONDO
52591,NSP,S. C. Terres e Cia
271600,Cable/DSL/ISP,CONDE NET PB
150252,Cable/DSL/ISP,Kia Integrasi Akses
57317,NSP,Servermeile
213367,Cable/DSL/ISP,ALFHA-NETWORKS
64080,Cable/DSL/ISP,SYN AS64080
209915,Enterprise,trivago HQ
271785,Network Services,TELECOMUNICACIONES NETHOME
37480,Cable/DSL/ISP,Cobranet Limited
205358,NSP,NeoFiber
329087,Enterprise,Ace Micro
150268,Route Server,BertuahIX Route Servers
399252,Cable/DSL/ISP,CVECFIBER
150197,Cable/DSL/ISP,Curug Lintas Indonesia
398980,NSP,OSINET
24295,NSP,"PacketFabric (Japan) Co., Ltd."
49304,Cable/DSL/ISP,SAKURA LINK LIMITED
37727,NSP,iNET Communications (AS37727)
262482,Cable/DSL/ISP,Homenet Telecom
201377,Educational/Research,Nicolas Blume
50084,Cable/DSL/ISP,RAPIDLINK SRL
209360,Network Services,Bulud Telecom
201462,Route Server,Namex Bari Route Servers
269409,Cable/DSL/ISP,Rio Online Telecomunicações e Informática Ltda Me
136290,Cable/DSL/ISP,Country Online Services
37796,Route Server,CV-IXP Route Servers
57282,Enterprise,Friedrich Holding ApS (I.s)
1886,Cable/DSL/ISP,BTnet network coordination
201526,Route Server,DE-CIX Oslo Route Servers
201537,Route Server,DE-CIX Kristiansand Route Servers
201561,Route Server,DE-CIX Copenhagen Route Servers
201560,Route Server,DE-CIX Helsinki Route Servers
202427,Educational/Research,Ursin Filli
140982,Enterprise,Broadside Quanta India
150270,Content,PT Mahkota Mas Insan Persada
203485,Cable/DSL/ISP,Entraincitta
272573,NSP,Br Conect Telecomunicacoes
268653,Cable/DSL/ISP,4K Telecom
206122,Route Server,Namex Napoli Route Servers
150034,Cable/DSL/ISP,FOFO NETWORKS PVT LTD
51856,Educational/Research,Rose Telecom-IX
271791,Cable/DSL/ISP,Norte Conecta
45729,Route Server,Digital Edge EPIX Jakarta Route Servers
51175,Cable/DSL/ISP,Multiplay Sp. z o.o. Sp. K.
272578,NSP,7FACILE SOFTWARE E INTERNET
204882,Educational/Research,DENIS NOLAN
267401,Cable/DSL/ISP,MAGIC WINDOWS
28652,Cable/DSL/ISP,Telecomunicações Nordeste Ltda.
209823,Content,Enki Multimedia
206216,Content,Advin Servers
264217,Network Services,Sem Fone Telecomunicações
150279,Cable/DSL/ISP,Lintas Network Solusi
201217,Network Services,Radish Network
28585,Network Services,NLINK
201110,Enterprise,AAG-Testlabv2
270169,Cable/DSL/ISP,SISTEMAS DE TELEVISION POR CABLE DE MICHOACAN
267970,Cable/DSL/ISP,MARLICO JOSE DA SILA INFORMATICA
150429,Cable/DSL/ISP,Furious Internet
51019,Cable/DSL/ISP,Ljósnet VPC
19261,NSP,aspStation
200959,Non-Profit,Sunflyer Global Experiment Network
150190,Route Server,sumIX Route Servers
140690,Enterprise,EGroup Protective Services Group Pty Ltd
201228,Network Services,Anapaya Systems
200912,Educational/Research,XChen Network
52984,Cable/DSL/ISP,CS-NET Informática e Tecnologia
211194,Content,ITMG-Cloud
136888,NSP,Petro One Indonesia
200975,Content,Dominik Pohl Private
25569,Government,InfoCamere
329057,Cable/DSL/ISP,SmartCiti Fiber
10750,Cable/DSL/ISP,Mark Twain Rural Telephone
150200,Cable/DSL/ISP,SWAINET
150239,Network Services,Infrastruktur Cakrawala  Telekomunikasi
141905,Enterprise,Korea Investment And Sekuritas Indonesia
58555,Content,Uninet Media Sakti AS58555
149344,Cable/DSL/ISP,Dhoho ISP
271764,Cable/DSL/ISP,Cerfox Telecom
52210,Cable/DSL/ISP,Accuris Technologies Primary
150237,Cable/DSL/ISP,Akses Digital Bersama
149214,Cable/DSL/ISP,OM SHIV SAI INTERNET
149971,NSP,Jujur Amanah Barokah
139538,Cable/DSL/ISP,MOVEX DIGITAL TECHNOLOGY PRIVATE LIMITED
208296,Cable/DSL/ISP,Montagna Digitale ValWeb
7055,Cable/DSL/ISP,QIS
207824,Educational/Research,FluxXx
139526,Cable/DSL/ISP,Revolution Broadband
50274,Cable/DSL/ISP,Alfanet LLC
141936,Educational/Research,STIE YKPN Yogyakarta
399789,Enterprise,Lyft
142319,NSP,Telemedia Komunikasi Pratama
150106,Cable/DSL/ISP,Sarvada Net
60841,NSP,BerryByte
43612,NSP,A1MK-43612
200581,Educational/Research,Suse Network
263010,Cable/DSL/ISP,GPS PRESTADORA DE SERVICOS DE COMUNICACOES LTDA
150022,Cable/DSL/ISP,METAWAVES
13110,Cable/DSL/ISP,INEA
139455,Network Services,Micromax Internets
43507,Cable/DSL/ISP,RETE internet
200558,Educational/Research,ZIPENG DENG
