asn,network_type,network_name
264450,NSP,CPGNET SOLUCOES EM INTERNET E REDE LTDA - ME
39421,NSP,Sapinet
8326,Educational/Research,MAN Bydgoszcz EDU
45011,Cable/DSL/ISP,A3 Sverige
14086,Non-Profit,QIX Montreal Services
137256,Educational/Research,CatIO Network
41119,Cable/DSL/ISP,Objedinenie Group
136284,Cable/DSL/ISP,Paradise Telecom
4647,Cable/DSL/ISP,Centra Networks
264215,NSP,Wlenet Servicos de Telecomunicacoes LTDA
41120,Route Server,IF-IX Route Servers
50579,Cable/DSL/ISP,Suchasni informatsiyni merezhi
136743,Content,Internet Keeper Global (IKG)
13020,Non-Profit,Chaos Computer Club Event Network
135777,Cable/DSL/ISP,Shreenortheast Connect and Services
61456,Cable/DSL/ISP,COOPERATIVA TRES LIMITES
136885,Cable/DSL/ISP,BINTANG MATARAM TEKNOLOGI
42989,NSP,ciden GmbH
41323,Cable/DSL/ISP,INFOBYTE
267634,Cable/DSL/ISP,CRISTIANO ROBERTO DA SILVA BARBOSA
46598,Cable/DSL/ISP,SOUTHERN-OHIO-COMMUNICATION-SERVICES
266687,Cable/DSL/ISP,SIETE CAPAS
136722,Enterprise,Sai Technix
264160,Cable/DSL/ISP,PRYMUS SERVIçOS EM TELECOMUNICAçõES
134258,Cable/DSL/ISP,Bhawani Cable and Broadband Services
264127,Cable/DSL/ISP,Emitel Internet
47481,Content,Lime HD
207187,NSP,TKR Jasek
41779,Cable/DSL/ISP,LajsiNET
137079,NSP,Melbourne Internet Service Provider
265912,Network Services,BIT-TEC Tecnologia
134341,Cable/DSL/ISP,jdm broadband services
136318,Cable/DSL/ISP,Inter Net LY
47895,Cable/DSL/ISP,Erline
135373,Enterprise,EFLY NETWORK LIMITED
136677,Cable/DSL/ISP,Basak Telecom
200738,Cable/DSL/ISP,Interfibra Telecomunicaciones
134160,Cable/DSL/ISP,Vine Networks Pty Ltd
200533,Network Services,Init Lab
37119,NSP,Unitel SA
136645,Cable/DSL/ISP,Linkup Networks
61588,Cable/DSL/ISP,Digital Net MS
263656,Cable/DSL/ISP,BRSULNET TELECOM LTDA
202872,Cable/DSL/ISP,KME
137042,NSP,Readiitel
136039,Cable/DSL/ISP,NANO
135716,Cable/DSL/ISP,SAT International
265937,Cable/DSL/ISP,ALIANCANET TELECOM
266420,Cable/DSL/ISP,NTC Comunicações
58907,Enterprise,Acquire BPO
52951,Cable/DSL/ISP,Catanduva Sistemas a Cabo
136311,Cable/DSL/ISP,Gayatri Telecom
132785,Educational/Research,Shiv Nadar Institution of Eminence
203536,Cable/DSL/ISP,FNOH DSL Suedheide
36062,Content,DoubleVerify
33848,Enterprise,PORSCHE
204828,Enterprise,EAJ Global Ltd
265914,NSP,TRIUNFO SOLUCOES EM CONECTIVIDADE
205381,Content,Mitues Global Teknolojiler
134521,Content,Dialpad Staging
266038,Cable/DSL/ISP,VN TELECOM PROVEDORES A.R.C EIRELI
137403,Cable/DSL/ISP,SaltSync
266706,Cable/DSL/ISP,VALMU COMUNICACIONES
48638,Enterprise,Cronos NV
22645,Educational/Research,LEARN COMM
50083,Cable/DSL/ISP,Hermes Telecom
135852,Cable/DSL/ISP,Galaxynet Connections
39384,Content,WebTuga
266154,Cable/DSL/ISP,WJ Internet
26762,Content,Conversant US East
264641,Cable/DSL/ISP,LanProject
135848,Content,Digitax India Communications
264169,Cable/DSL/ISP,WNP PROGRESSO E SERV DE TELECOMUNICACAO
263934,NSP,InfoRR
61686,Cable/DSL/ISP,Fast Link Telecom
10022,Enterprise,Datacom Group
50392,Cable/DSL/ISP,Campus Networks
136376,NSP,Udayatel Communications
205344,Cable/DSL/ISP,Telerys Communication SAS
57111,Content,Altitud Italia S.r.l.
136372,Network Services,Ss Fiber Net Optical Communication
24253,Content,J-Stream
133692,Cable/DSL/ISP,Fastnet Communication
44380,Cable/DSL/ISP,West-Com Trade
205148,Educational/Research,Lukasz Piotrowski
49763,Enterprise,Leboncoin
136175,NSP,Serverhosh Internet Service
61553,Non-Profit,Cabase UAQ RS
265066,Cable/DSL/ISP,Conect Provedor de Acesso a Internet
204858,Cable/DSL/ISP,VOIPMINIC
12824,Content,home.pl S.A.
201997,Cable/DSL/ISP,MCOM-NET
267157,Cable/DSL/ISP,M W F MOURA MULTIMIDIA
328255,Cable/DSL/ISP,Infraplex
205614,Enterprise,Medialine EuroTrade AG
136302,Cable/DSL/ISP,Airtech Internet Solutions
37558,Cable/DSL/ISP,Libyan International Telecommunication Company
206406,Cable/DSL/ISP,C BEYOND
267199,NSP,RedeMetro Telecom
52633,Cable/DSL/ISP,MariluzNet Telecomunicações
26457,Enterprise,nonexiste.net
60502,Cable/DSL/ISP,01 SYSTEM
17480,Cable/DSL/ISP,Can'l
267203,Cable/DSL/ISP,TVC Serviços de Comunicação
267079,Cable/DSL/ISP,Mundo Online
204995,Content,RTB HOUSE AMS
267175,Cable/DSL/ISP,ASBYTE
45661,Cable/DSL/ISP,Capture Network Systems AS45661
263971,Cable/DSL/ISP,FaleMais Comunicações LTDA
204543,Educational/Research,Filip Hruska
267452,Network Services,CABONNET - R W TELECOMUNICACOES
266328,Cable/DSL/ISP,JP PROVIDERS (Alphanet)
328220,Enterprise,Altech Radio Holdings
267113,Cable/DSL/ISP,Clickconnect
13012,NSP,Genias Internet
264002,Cable/DSL/ISP,MVA Telecom
135763,Cable/DSL/ISP,GAYATRI COMMUNICATIONS
9654,Route Server,MMIX Yangon Route Servers
262253,NSP,ECONOCABLE MEDIA S.A.C.
64404,Educational/Research,EventInfra
136480,NSP,Myanmar Unilink
134739,Cable/DSL/ISP,AGB Communication AS134739
131929,Cable/DSL/ISP,Yamanashi CATV
133524,NSP,"Global Technology Co., Ltd."
31276,NSP,Insoft EDV-Systeme
266519,Cable/DSL/ISP,PROVERADIO COMERCIO E SERVIÇOS
52787,Cable/DSL/ISP,MAX TELECOM PROVEDOR DE ACESSO A INTERNET
266655,Cable/DSL/ISP,SERVICIOS DE TELECOMUNICACIONES MAS CONECTADOS
137490,Content,Navice Consulting
134736,Cable/DSL/ISP,NTT Communications (Thailand)
62113,NSP,Kracon
61666,Cable/DSL/ISP,GLOBO INFORMATICA
132021,Cable/DSL/ISP,Kalibo Cable Television Network
11979,NSP,Bluegrass Network
137199,Network Services,Flintel
265229,Cable/DSL/ISP,INTERLIGADOS PROVEDOR
206663,Cable/DSL/ISP,MTS Media
265019,Cable/DSL/ISP,NEX TELECOM
4785,Cable/DSL/ISP,xTom Japan
207071,Educational/Research,Fox Networking
58137,Route Server,ANIX Route Servers
132400,Cable/DSL/ISP,COMMUNITY CABLE VISION CORPORATION
2682,Educational/Research,Shared Services Canada (AS2682)
135808,Cable/DSL/ISP,Fiberzone Communications
267277,Cable/DSL/ISP,JORGE LS MARTINS TELECOM INFORMATICA
33548,Cable/DSL/ISP,Unwired Broadband
266574,Cable/DSL/ISP,GMT Multimídia
40630,NSP,GridFury
265242,Cable/DSL/ISP,FIGUEIREDO E SILVA
204880,Non-Profit,bgp.wtf
9053,Content,VSHosting CDN
263032,Cable/DSL/ISP,Vero Internet Emp
198330,Enterprise,NEXEREN
267282,Cable/DSL/ISP,roberto da silva pessoa
136879,Cable/DSL/ISP,JARINDO NETWORK
135761,Cable/DSL/ISP,Userlinks Netcom
20818,NSP,NETGUARD AS20818
134874,Cable/DSL/ISP,Acme Diginet
23777,NSP,NTT BUSINESS SOLUTIONS CORPORATIONS(VIPA)
267278,Cable/DSL/ISP,ALLYSON DINIZ MELO
39781,Network Services,Diabolocom
37463,NSP,MTN Congo
44421,Non-Profit,Eve Network
328106,NSP,UNIWISP
38090,Enterprise,PearlAbyss
60144,Enterprise,3W Infra B.V.
264096,Cable/DSL/ISP,RG PROVIDER
136141,Cable/DSL/ISP,SK Traders
57055,Cable/DSL/ISP,Matrix
28669,Cable/DSL/ISP,America-NET
53003,Cable/DSL/ISP,EVOLUNET PROVEDORA DE INTERNET
263647,Cable/DSL/ISP,Irádio Comercio e Manutenção de Maquinas
267224,Cable/DSL/ISP,LOGPLAY - Itelecom Solucoes Em Comunicacoes LTDA
132556,Cable/DSL/ISP,Blue Lotus Support Services
47626,Cable/DSL/ISP,Timer
24620,Educational/Research,RTU
396180,Route Server,NNENIX Route Servers
137080,Cable/DSL/ISP,Firstlink Communications
8194,NSP,LVRTC Network
23379,NSP,Blackburn Technologies II
136956,Cable/DSL/ISP,Assistive Netspeed Technologeis Private Limited
5523,Cable/DSL/ISP,CREDO-TELECOM
37395,NSP,Abari Communications
59922,Non-Profit,Marius Florian Dumitrascu
204345,Educational/Research,Tim Stallard
29124,Cable/DSL/ISP,Seven Sky
265197,Cable/DSL/ISP,Nevoli Telecom
264010,Cable/DSL/ISP,Polli Telecom
33728,Cable/DSL/ISP,Unitel Inc
48654,Cable/DSL/ISP,Balnet
52952,NSP,Millenium Internet
999,Content,CORIX NETWORKS
133589,Cable/DSL/ISP,DECO MEDIA AND COMMUNICATIONS
262518,Content,TRAY TECNOLOGIA EM E-COMMERCE
50817,Route Server,PITER-IX SPB Route Servers
265540,NSP,ALTAN REDES
29056,NSP,Citycom Telekommunikation
134715,Educational/Research,DrukREN
267188,Cable/DSL/ISP,Net Info Informatica
8636,Cable/DSL/ISP,MAXnet Systems
14204,Cable/DSL/ISP,Tavola 14204
27660,Cable/DSL/ISP,Curacao Telecom
328043,Enterprise,Payd
60975,Content,PARVATI
133967,Cable/DSL/ISP,Hardwork Cable and Internet Services
19237,Content,Omnis Network
36707,Cable/DSL/ISP,System Admin
198891,Cable/DSL/ISP,Net Area
136665,Cable/DSL/ISP,ELL Innovations
137102,Cable/DSL/ISP,Hustel Telecom
134946,Cable/DSL/ISP,Indophone Networks
327767,Content,Ultimate Linux Solutions
60082,Route Server,CATNIX Route Servers
63996,Cable/DSL/ISP,Mazeda Networks
266098,Cable/DSL/ISP,F.G.M. DA SILVA
266076,NSP,D-Net Soluções e Fibra Óptica
267264,Cable/DSL/ISP,JrFiber Telecomunicações
394352,Cable/DSL/ISP,FASTNET-COMMUNICATIONS
137095,Cable/DSL/ISP,Dm Lot Infotech Solutions AS137095
328055,Enterprise,NPONE
36268,Cable/DSL/ISP,BunnyNet
267279,Cable/DSL/ISP,RIVALDO VITURINO NUNES BORGES
328196,Cable/DSL/ISP,Powernet Liberia
267556,NSP,Explorer Telecom Barretos Informatica
39067,Cable/DSL/ISP,Etanetas
63774,NSP,Kamoike.net LLP
265819,Cable/DSL/ISP,ComuniDat S.A.S
16827,NSP,LAWTONIS
267355,NSP,HOSTIDC INTERNET DATACENTER
64271,Enterprise,"rixCloud, Inc."
204185,Educational/Research,StarCloud Networks
45587,NSP,China Broadband Communications
29962,Educational/Research,Digital West Networks AS29962
267124,Cable/DSL/ISP,Paulino Perreira Dos Santos ME
266423,NSP,CONNECTVY TELECOMUNICACOES
266776,Cable/DSL/ISP,WiFiExpert Internet
265274,NSP,FIXA TELECOM
50340,Content,Selectel MSK
263624,Cable/DSL/ISP,Computec Net Espinosa
27751,Cable/DSL/ISP,Neunet
53160,Cable/DSL/ISP,UNIDASNET COMUNICAÇÕES
266768,Network Services,MEGANET
203735,NSP,Net Tech Ltd
198493,Cable/DSL/ISP,Enternet Pawel Miazga
327996,Cable/DSL/ISP,Accelerit
51132,Cable/DSL/ISP,Arkaden bredband
202939,Cable/DSL/ISP,Chimon Network
266471,Cable/DSL/ISP,Silva Oliveira Serviços de Informatica
26242,NSP,Blockdaemon
24429,Content,Alibaba Cloud CDN
204558,Cable/DSL/ISP,Odyssey Systems Ltd
137331,NSP,Cloud Teknologi Nusantara
37484,NSP,Lasernet
205389,Cable/DSL/ISP,Zoom Internet Limited
204035,Content,oneCorp
204671,Content,Habr
21183,Cable/DSL/ISP,ABCOM
203801,Educational/Research,Jason Miller
268196,Cable/DSL/ISP,LinkNet Solucoes
265158,Cable/DSL/ISP,ORBE TELECOM
266435,Cable/DSL/ISP,The Fiber - A Internet
134895,Cable/DSL/ISP,Netix Broadband India
12508,Cable/DSL/ISP,Rainside
137813,Content,LeanCloud
137548,Cable/DSL/ISP,SR Communication
43853,Cable/DSL/ISP,AxByte AS43853
43623,Content,ARD-Sternpunkt
12491,Cable/DSL/ISP,Gilat Telecom
131247,Cable/DSL/ISP,Infobd24 Systems
265282,Cable/DSL/ISP,DOMINA NET TELECOM
204094,Content,"I4W - Web Solutions, Lda"
27796,Cable/DSL/ISP,Galaxy Communications
51492,Cable/DSL/ISP,Aquilius Research GmbH
136364,Cable/DSL/ISP,Myguru Online India
266725,NSP,SOLUTION LAN
39614,NSP,Dawico
53174,Cable/DSL/ISP,Pannet Serviços On Line
134337,Cable/DSL/ISP,R2 Net Solutions
28684,Cable/DSL/ISP,Bestnet Service
265344,Cable/DSL/ISP,CURIO NET INFORMÁTICA E TELECOMUNICAÇÕES
133250,Cable/DSL/ISP,Pimoony Broadband Services
34409,Content,Polska Press P3
264650,Educational/Research,UNIVERSIDAD TECNOLOGICA NACIONAL - FACULTAD REGIONAL CORDOBA
202488,Enterprise,Internet of Things Limited
268205,NSP,Rede Brasil Networks
45637,Cable/DSL/ISP,UniFone New Zealand
267156,Cable/DSL/ISP,CHARLLEY PEREIRA DA SILVA
202996,Educational/Research,TANG MAN TO ANTONY
267443,Non-Profit,SPECTRUMNET TECNOLOGIA INTEGRADA
266410,Cable/DSL/ISP,BELNET EIRELI
206810,NSP,UGLETELECOM
25521,Cable/DSL/ISP,Industrial Media Network
268221,Cable/DSL/ISP,Fiber Banda Larga Servicos e Telecomunicacoes
28458,NSP,IENTC Telecom Mexico
136975,NSP,Global Technology Myanmar
198985,Non-Profit,Aquilenet
28610,Cable/DSL/ISP,DEBIAN SIGNAL COMUNICAÇÃO MULTIMIDIA
53119,Cable/DSL/ISP,H3000 Tecnologia
199284,Cable/DSL/ISP,ThüringenDSL/encoLine
137445,Cable/DSL/ISP,PF LINK SYSTEMS
265442,Cable/DSL/ISP,VISUAL LINK COMUNICACOES MULTIMIDIA
137851,Route Server,AMR-IX Route Servers
8819,Network Services,Metro Internet
266801,Cable/DSL/ISP,Wifispeed Servicios Limitada
15165,Cable/DSL/ISP,Mutual Telephone Company
135815,Cable/DSL/ISP,Netrexo Communications
54574,Network Services,DMIT Cloud Infrastructure Service
137854,Cable/DSL/ISP,Reliant Techno Networking
137172,Cable/DSL/ISP,ALL CONNECT NETWORK SERVICES PRIVATE LIMITED
135831,Cable/DSL/ISP,Malang Solutions
202944,Route Server,IX Liverpool Route Servers
265451,Cable/DSL/ISP,INFOLINK TELECOM
32030,NSP,VoIPster Communications
264051,Cable/DSL/ISP,PLAYMAIS FIBRA
36016,Cable/DSL/ISP,CommZoom
328317,Cable/DSL/ISP,AEROCOM BROADBAND SERVICES
265080,Cable/DSL/ISP,AD Telecom
268248,NSP,UPNETIX
131775,Content,Jupiter Jala Arta
58477,Enterprise,Argon Data Communication
133354,Cable/DSL/ISP,Anugrah Karunia Perkasa Abadi
265369,Cable/DSL/ISP,C-ComTelecom Servicos
265856,Cable/DSL/ISP,Servicios Rosario
265178,Cable/DSL/ISP,Fox Telecom Internet
50628,NSP,Leonix Telecom
61910,Cable/DSL/ISP,Dvoranem E Fernandes
7941,Non-Profit,Internet Archive
203489,Cable/DSL/ISP,Wimore
264491,Cable/DSL/ISP,SONIK SERVICOS DE COMUNICACAO LTDA
132751,Cable/DSL/ISP,Omkar Infotech
48487,Cable/DSL/ISP,LoVo
37776,Non-Profit,AMRTP
61591,Cable/DSL/ISP,WESTLINK TECNOLOGIA E COMUNICACAO AS61591
135232,Cable/DSL/ISP,IPNET-DEL
137121,Cable/DSL/ISP,Oment Broadband Services
132540,Cable/DSL/ISP,AIRNAT IT SOLUTIONS
39485,Cable/DSL/ISP,Northwest Broadband Connect
202359,Content,Glauca Carrier
135266,Cable/DSL/ISP,AAKASH INTERNET SERVICES
264288,Cable/DSL/ISP,GNET PROVEDOR
48919,Cable/DSL/ISP,UACITY
36930,NSP,Zanzibar Telecom
132771,Cable/DSL/ISP,Fibre Air Services
33924,Cable/DSL/ISP,PRONET
200005,NSP,Asavie Technologies
17253,NSP,TEC of Jackson
20846,Cable/DSL/ISP,"UAB ""Parabole"""
52814,Cable/DSL/ISP,NETPLAY TELECOM
136370,Cable/DSL/ISP,SAI NETWORKS
133179,Enterprise,Syntegrate
268234,Cable/DSL/ISP,VNTFMAIS LTDA
43308,Educational/Research,Michael Kehoe
43197,NSP,TT mobile
48573,Cable/DSL/ISP,NFS Telecom
202365,Cable/DSL/ISP,Chronos
22450,Cable/DSL/ISP,Xobee Networks
394092,Cable/DSL/ISP,BCT Consulting
136336,Cable/DSL/ISP,Thamizhaga Internet Communications
15945,Cable/DSL/ISP,Pfalzkom 2
137617,Cable/DSL/ISP,Ptl Broadband pvt ltd
131618,Cable/DSL/ISP,Carl International Information
204809,Cable/DSL/ISP,Maide S.R.L
31313,Network Services,STS
204875,Cable/DSL/ISP,ISTEC UKRAINE
396891,Enterprise,FireByte
266793,Cable/DSL/ISP,GARCIA CLAUDIO ODOLFO
137181,Cable/DSL/ISP,Windsor Internet
52564,Cable/DSL/ISP,Biazi Telecom
263596,Route Server,GRV TELECOM
262970,Cable/DSL/ISP,Tudo Internet
41652,Cable/DSL/ISP,Acrib - Asolta - SHPV
64315,NSP,MITRA VISIONER PRATAMA
135851,Cable/DSL/ISP,Excogitate Technologies
267409,Cable/DSL/ISP,SARTOR INTERNET
267331,Cable/DSL/ISP,Onefibra Telecomunicações
131149,Enterprise,Yuan-Jhen Info
45499,Cable/DSL/ISP,Cablelink & Holdings Corp. Transit AS Internet Service Provider Philippines
265936,Cable/DSL/ISP,TURBONET CE
264329,NSP,ESTRATEGIA REDES DE TELECOMUNICACOES
267251,Cable/DSL/ISP,TELEFONARNET TELECOMUNICAÇÕES
58898,Cable/DSL/ISP,Rainbow Communications India
205741,Network Services,Mitteldeutsche IT GmbH
265032,Cable/DSL/ISP,IRANET TELECOM
264428,Cable/DSL/ISP,GTec Net
265393,NSP,FIRENET SERVIÇOS DE TELECOMUNICAÇÕES LTDA
137412,NSP,Tashi InfoComm Limited - Domestic Network
44964,NSP,DATAPLANET
47531,Cable/DSL/ISP,OskolTelecom
60459,Cable/DSL/ISP,Flexline-N
57741,Cable/DSL/ISP,OskolTelecom 1
12335,NSP,Tario Communications
29053,NSP,Telenet Ltd
135227,Cable/DSL/ISP,Foxcell Communication
2895,Network Services,FREEnet Group AS2895
57424,Cable/DSL/ISP,New Line
51907,Government,Kanton Zug
202313,Educational/Research,Bryce Wilson
64433,NSP,PC
203885,Enterprise,SNCF
202247,Cable/DSL/ISP,NetBerg
267464,Cable/DSL/ISP,SMARTLINK TECNOLOGIA EM INTERNET
268291,Cable/DSL/ISP,MI NET TELECOM
201502,Cable/DSL/ISP,Societa Cooperativa JCom
201933,NSP,FourNet
8752,Cable/DSL/ISP,ASVT
263845,Cable/DSL/ISP,Padrao System Telecom
136255,NSP,Mytel
268243,Cable/DSL/ISP,LUXFIBRA TELECOMUNICAÇÕES
38327,Enterprise,Woodside Energy
136374,Cable/DSL/ISP,Microtalk Communications Pvt Ltd
197036,Cable/DSL/ISP,IPLine
199452,Cable/DSL/ISP,MS3 Network
268265,Cable/DSL/ISP,T F LINK TELECOM
42009,Enterprise,AVR Group
268300,Cable/DSL/ISP,Ativar Telecom
137940,NSP,OnlineStack Global Networks
136354,Cable/DSL/ISP,Netzi Broadband Services
202039,Educational/Research,Bjorn Ludvig Langaas Johansen
199481,Content,K3 Hosting
63631,Content,Cloudbase
136684,Cable/DSL/ISP,White Stallion Networks Pvt Ltd
328334,Cable/DSL/ISP,Phoenix Quest
263146,Cable/DSL/ISP,F A VIEIRA DE SOUZA SERVICOS
328267,Content,Tysflo
267665,Cable/DSL/ISP,ACESSY FIBRA
266844,Cable/DSL/ISP,MELSAT TELECOMUNICACIONES
17535,Enterprise,Genisyst
134249,Content,Margo Networks
327926,Cable/DSL/ISP,Technolutions
134177,Cable/DSL/ISP,Rural Broadband Pvt. Ltd
207083,Enterprise,HostSlim
196819,Cable/DSL/ISP,DEMANDO GmbH
37123,NSP,Telecontract Pvt Ltd
18875,Cable/DSL/ISP,Questzones
44024,Cable/DSL/ISP,Radu Draghici
43369,Route Server,MINAP Route Servers
135662,Enterprise,Deloitte Services
201281,Non-Profit,Guillaume Mazoyer
60555,Cable/DSL/ISP,Micro & Services Informatiques
262287,Content,Latitude.sh AS262287
133066,Cable/DSL/ISP,Ariana Network Services
35032,Cable/DSL/ISP,NIS
200857,Enterprise,Dissidence
262855,NSP,ALONSO OLIVEIRA NETO
265986,NSP,Linkup Telecomunicações
136521,Educational/Research,TAFENSW AS136521
136522,Educational/Research,TAFENSW AS136522
266975,Cable/DSL/ISP,EURONET TELECOM
265152,Cable/DSL/ISP,WIP TELECOM MULTIMIDIA
62423,Cable/DSL/ISP,Telecom Center
263966,Cable/DSL/ISP,WORLD WIFI TELECOMUNICAÇÕES
268354,Cable/DSL/ISP,Alpha Conecta
137935,Cable/DSL/ISP,I Link Internet Service
137900,Enterprise,Ruralco Holdings
134041,Cable/DSL/ISP,Ncore Creative Technologies
137610,Cable/DSL/ISP,Streamax Broadband Services
328341,Cable/DSL/ISP,Capricom Networks
59288,Content,NET Sentra Cyberindo AS59288
266993,NSP,Connect
47942,Cable/DSL/ISP,Regional Broadband Ireland
23955,NSP,Tashi InfoComm AS23955
34702,Cable/DSL/ISP,Aktsiaselts WaveCom
137498,Cable/DSL/ISP,NMS TECHNOLOGIES
48305,Content,Noraina
268372,Cable/DSL/ISP,Wisesite Comunicação e Tecnologia
328337,Cable/DSL/ISP,Viva Telecoms
203180,Cable/DSL/ISP,Bluwifi
35940,Route Collector,Ninja-IX Looking Glass
268311,Cable/DSL/ISP,Dconnect Telecom
137682,Cable/DSL/ISP,Telosy Telecom
61657,Cable/DSL/ISP,JR NET INFORMATICA
138023,Cable/DSL/ISP,Creation Online
131471,Cable/DSL/ISP,Login.Me
32242,Network Services,Ultra Kings
55806,Cable/DSL/ISP,VIVA Communications
10083,Cable/DSL/ISP,Multiline AS10083
1921,Content,RcodeZero Anycast DNS
266849,NSP,Equinix Legacy Network - BG
23676,Route Server,MARIIX Route Servers
263218,NSP,INTERNET TELECOMUNICATION COMPANY DE GUATEMALA
268421,Cable/DSL/ISP,WEBFIBER TELECOMUNICACAO
206559,NSP,PPHU Pokal
137964,Cable/DSL/ISP,Next Gen Online
200299,Enterprise,BaseServ Limited
51799,Cable/DSL/ISP,FIDELNET
203574,Cable/DSL/ISP,Conect Intercom
9825,Cable/DSL/ISP,Sustainable Development Networking Foundation (SDNF)
24122,Cable/DSL/ISP,BDCOM Online
14642,NSP,Morewave Communication
200303,NSP,LUMASERV
133965,Cable/DSL/ISP,Racsann Technologies Pvt Ltd
51032,Cable/DSL/ISP,Nevod-Region
268444,Cable/DSL/ISP,G H J Holanda - ME
138038,Educational/Research,Wolf Network Lab Experimental
266392,Cable/DSL/ISP,SCM Conexão Ltda ME
205483,Content,KPMG
328167,Cable/DSL/ISP,TWK Communications
24207,Cable/DSL/ISP,NettoCyber Indonesia
134359,Cable/DSL/ISP,PureLink
268417,Cable/DSL/ISP,P.A THOMAZ MARCELINO & CIA
34368,Cable/DSL/ISP,Zonata - Natskovi & Sie
48399,NSP,Linxdatacenter
136641,Network Services,RIZWAN CABLE NETWORK
328351,Cable/DSL/ISP,DK Wireless
27754,Cable/DSL/ISP,Cooperativa Batan de Obras y Serv. Publicos
267008,Cable/DSL/ISP,NET WAY TECNOLOGIA
41953,Cable/DSL/ISP,TELEPLUS
266072,Cable/DSL/ISP,Global Telecomunicacoes MT
266104,Cable/DSL/ISP,A Variani Júnior servico
266593,Cable/DSL/ISP,JASGAB TELECOM
17981,Cable/DSL/ISP,Cambotech
266870,Cable/DSL/ISP,SERVICIO DE TELECOMUNICACIONES VEMOS MAS
23486,Cable/DSL/ISP,NETSPAN
196959,Route Server,Namex Rome Route Servers
11187,Network Services,HVENS
266133,Cable/DSL/ISP,LOCAL INTERNET
52286,Cable/DSL/ISP,Columbus Networks Guatemala
266152,Cable/DSL/ISP,PJM NET
7138,Content,Encompass Digital Media
204281,NSP,NetX - NG
206529,Cable/DSL/ISP,Metadosis
138037,Non-Profit,NekomimiRouter
205917,Enterprise,SAS Global Communications
137316,Cable/DSL/ISP,PANCA DUTA UTAMA
134666,Educational/Research,Hoshi Network
49985,NSP,IP4ISP
8346,Cable/DSL/ISP,SONATEL DAKAR
28661,Cable/DSL/ISP,HOTLINK INTERNET LTDA
266149,Cable/DSL/ISP,BDC Telecom
138033,NSP,"BBIX, Inc."
200639,Educational/Research,Harry Cross
266852,Cable/DSL/ISP,SOCIEDAD PIRQUE NET
266857,Cable/DSL/ISP,SERVICIOS DE TELECOMUNICACIONES FULLTV
264300,Cable/DSL/ISP,INFOPOINT NET
137608,Cable/DSL/ISP,Speedster Communications
267405,Cable/DSL/ISP,WIKINET TELECOMUNICAÇÕES
268474,Cable/DSL/ISP,L&A Internet
136708,Cable/DSL/ISP,F2h Networks
328365,Non-Profit,ZANOG
53245,NSP,"Action Communications, Security Brazil."
49282,Content,Ficolo
49088,Cable/DSL/ISP,TELMEKOM
264391,Cable/DSL/ISP,Newnet Telecom Ltda
55679,Cable/DSL/ISP,Hyperindo Media Perkasa
264996,Cable/DSL/ISP,SERVLINK TELECOM
264530,Cable/DSL/ISP,JPP PANCINI
63980,Cable/DSL/ISP,Minara Firoz Infotech
268485,Cable/DSL/ISP,Fibrativa Telecomunicaçoes - Eireli - ME
54827,Enterprise,Huntington Bancshares
137952,Cable/DSL/ISP,"ANGKOR E & C (CAMBODIA) Co.,Ltd"
199938,NSP,Netzwerge
265864,Enterprise,LINK Telecom Paraguay
133803,Content,Semesta Teknologi Informatika
135843,Cable/DSL/ISP,Red Fiber Telecom Pvt Ltd
263480,Cable/DSL/ISP,TELNET - SERVIÇOS EM TELECOMUNICAÇÕES
33320,Route Server,SJIX Route Servers
200356,Content,Iguane Solutions PAR8
201709,NSP,HanDS Hanse Datacenter Services
131314,NSP,CBC Tech - HKG
268471,Cable/DSL/ISP,Estrelas Internet
210234,Non-Profit,Polish IPv6 Lab
138147,Route Server,PCTA-IX Route Servers
268430,Cable/DSL/ISP,L&R Soluções em Telecomunicações
266771,Cable/DSL/ISP,Makronet Consulting Tecnologia E Informatica Limitada
136668,Cable/DSL/ISP,Veritas Exim And Project Pvt. Ltd.
61189,Content,Elkdata
25557,Enterprise,TAURON AS25557
263601,Cable/DSL/ISP,Anderson Marcos Coelho e Cia
266721,Cable/DSL/ISP,VISIO RED
48287,Content,RU-CENTER AS48287
48438,Cable/DSL/ISP,Corbina Telecom AS48438
24556,Cable/DSL/ISP,Bijoy Online
6185,Content,Apple CDN
135692,Cable/DSL/ISP,Global Ra Net Services
264025,Cable/DSL/ISP,Arroba Banda Larga
202297,NSP,SkylonHost
396515,Non-Profit,YYCIX Services
268321,Cable/DSL/ISP,SM Passos Kayser Sistemas de Comunicações
17482,Route Server,btIX TTPL-LAN
17823,Non-Profit,Thailand Network Information Center
39160,Route Server,ElCat AS39160
59750,Network Services,aholck.net
15894,Network Services,LEITWERK
268504,Cable/DSL/ISP,LUCIENE PINTO DE LIMA
267679,Cable/DSL/ISP,BUSAJM MARIANA (RACK DIGITAL)
134094,Enterprise,Serverfield
63959,Enterprise,Hong Kong Syscloud Technology
268550,Cable/DSL/ISP,Campos Gerais Telecom
